aspect,keyword_matched,sentence,sentiment_score,review_id,product_id,brand
Material,finish,Premium finish,0.0,RIPWH0MX1EGOK0,BE8E47B1D7,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RIPWH0MX1EGOK0,BE8E47B1D7,American Tourister
Zipper,zipper,The zipper deserves special mention,0.4019,RIPWH0MX1EGOK0,BE8E47B1D7,American Tourister
Lock,tsa,Trusted brand and TSA lock,0.4767,RY8YB7W8P74MJD,BE8E47B1D7,American Tourister
Weight,weight,The weight is really impressive,0.5563,RY8YB7W8P74MJD,BE8E47B1D7,American Tourister
Wheels,wheels,"Tsa lock, smooth wheels, and excellent material",0.5719,RMYGTY3ADDQHKG,BE8E47B1D7,American Tourister
Material,material,"Tsa lock, smooth wheels, and excellent material",0.5719,RMYGTY3ADDQHKG,BE8E47B1D7,American Tourister
Lock,tsa,"Tsa lock, smooth wheels, and excellent material",0.5719,RMYGTY3ADDQHKG,BE8E47B1D7,American Tourister
Material,build,Excellent build quality and trusted brand,0.7783,RKXCQ91YY1J2JC,B751A278E1,American Tourister
Durability,build quality,Excellent build quality and trusted brand,0.7783,RKXCQ91YY1J2JC,B751A278E1,American Tourister
Zipper,zipper,Really impressed with the zipper,0.5256,RKXCQ91YY1J2JC,B751A278E1,American Tourister
Material,finish,Premium finish and the lock is top notch,0.2023,R9HOXDTPWDPJBC,B751A278E1,American Tourister
Lock,lock,Premium finish and the lock is top notch,0.2023,R9HOXDTPWDPJBC,B751A278E1,American Tourister
Material,build,Excellent build quality and TSA lock,0.5719,RFLOAZ1RO03CIN,B751A278E1,American Tourister
Durability,build quality,Excellent build quality and TSA lock,0.5719,RFLOAZ1RO03CIN,B751A278E1,American Tourister
Lock,tsa,Excellent build quality and TSA lock,0.5719,RFLOAZ1RO03CIN,B751A278E1,American Tourister
Wheels,wheels,Really impressed with the wheels,0.5256,RFLOAZ1RO03CIN,B751A278E1,American Tourister
Size & Capacity,compartments,The compartments impressed me the most,0.4767,RW8DT8CQ1XGBNG,B751A278E1,American Tourister
Wheels,wheels,"Smooth wheels, trusted brand, and excellent build quality",0.7783,RGZVRCTLT4Q9BC,B751A278E1,American Tourister
Material,build,"Smooth wheels, trusted brand, and excellent build quality",0.7783,RGZVRCTLT4Q9BC,B751A278E1,American Tourister
Durability,build quality,"Smooth wheels, trusted brand, and excellent build quality",0.7783,RGZVRCTLT4Q9BC,B751A278E1,American Tourister
Lock,tsa,Tsa lock and easy to maneuver,0.4404,RU7BFXQ7BZEGBL,B751A278E1,American Tourister
Material,build,The build quality makes it very convenient to use,0.0,RU7BFXQ7BZEGBL,B751A278E1,American Tourister
Durability,build quality,The build quality makes it very convenient to use,0.0,RU7BFXQ7BZEGBL,B751A278E1,American Tourister
Lock,tsa,Trusted brand and TSA lock,0.4767,REYTL8HBGCJ1GN,B548BF203F,American Tourister
Durability,quality,American Tourister quality is reliable,0.0,REYTL8HBGCJ1GN,B548BF203F,American Tourister
Wheels,wheels,Excellent build quality and the wheels is top notch,0.6705,RARAGDX5O31YHX,B548BF203F,American Tourister
Material,build,Excellent build quality and the wheels is top notch,0.6705,RARAGDX5O31YHX,B548BF203F,American Tourister
Durability,build quality,Excellent build quality and the wheels is top notch,0.6705,RARAGDX5O31YHX,B548BF203F,American Tourister
Material,finish,"Premium finish, excellent build quality, and excellent zipper",0.8126,R3KPUG99W59SQW,B548BF203F,American Tourister
Zipper,zipper,"Premium finish, excellent build quality, and excellent zipper",0.8126,R3KPUG99W59SQW,B548BF203F,American Tourister
Durability,build quality,"Premium finish, excellent build quality, and excellent zipper",0.8126,R3KPUG99W59SQW,B548BF203F,American Tourister
Material,finish,Premium finish and easy to maneuver,0.4404,RF7BNHJW6QDBTF,B548BF203F,American Tourister
Zipper,zipper,The zipper makes it very convenient to use,0.0,RF7BNHJW6QDBTF,B548BF203F,American Tourister
Wheels,wheels,Smooth wheels and premium finish,0.0,R2LD05NHQR6F7Q,B548BF203F,American Tourister
Material,finish,Smooth wheels and premium finish,0.0,R2LD05NHQR6F7Q,B548BF203F,American Tourister
Durability,quality,American Tourister quality is reliable,0.0,R2LD05NHQR6F7Q,B548BF203F,American Tourister
Material,material,The material makes it very convenient to use,0.0,RMBUKDQP1HKF28,B548BF203F,American Tourister
Wheels,wheels,Smooth wheels,0.0,RK00ILU6VFUA9B,B548BF203F,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RK00ILU6VFUA9B,B548BF203F,American Tourister
Material,build,The build quality deserves special mention,0.4019,RK00ILU6VFUA9B,B548BF203F,American Tourister
Durability,build quality,The build quality deserves special mention,0.4019,RK00ILU6VFUA9B,B548BF203F,American Tourister
Material,finish,Premium finish,0.0,R3QIUA08EKXDRK,B548BF203F,American Tourister
Material,material,The material feels durable and the weight is very smooth,0.0,R3QIUA08EKXDRK,B548BF203F,American Tourister
Durability,durable,The material feels durable and the weight is very smooth,0.0,R3QIUA08EKXDRK,B548BF203F,American Tourister
Weight,weight,The material feels durable and the weight is very smooth,0.0,R3QIUA08EKXDRK,B548BF203F,American Tourister
Durability,quality,Mediocre quality,0.0,RWZAWNYTK1ZWUH,B548BF203F,American Tourister
Durability,quality,Average quality,0.0,RWZAWNYTK1ZWUH,B548BF203F,American Tourister
Material,finish,"Premium finish which is nice, but heavy weight",0.2263,RWZAWNYTK1ZWUH,B548BF203F,American Tourister
Weight,heavy,"Premium finish which is nice, but heavy weight",0.2263,RWZAWNYTK1ZWUH,B548BF203F,American Tourister
Durability,quality,Excellent quality,0.5719,RNQBNXZU1EMTX0,B548BF203F,American Tourister
Wheels,wheels,The material feels durable and the wheels is very smooth,0.0,RNQBNXZU1EMTX0,B548BF203F,American Tourister
Material,material,The material feels durable and the wheels is very smooth,0.0,RNQBNXZU1EMTX0,B548BF203F,American Tourister
Durability,durable,The material feels durable and the wheels is very smooth,0.0,RNQBNXZU1EMTX0,B548BF203F,American Tourister
Size & Capacity,compartments,The compartments impressed me the most,0.4767,RBNQS3QT36QNYY,B548BF203F,American Tourister
Material,finish,Premium finish,0.0,R8CFEFFH8AOY7R,B548BF203F,American Tourister
Weight,heavy,"However, heavy weight",0.0,R8CFEFFH8AOY7R,B548BF203F,American Tourister
Handle,handle,The handle could be better,0.4404,R8CFEFFH8AOY7R,B548BF203F,American Tourister
Size & Capacity,compartments,The compartments makes it very convenient to use,0.0,RXTTQU6L2INK4F,BD6581E74E,American Tourister
Zipper,zipper,"Tsa lock, trusted brand, and excellent zipper",0.7783,R94YXFIBLEJGUB,BD6581E74E,American Tourister
Lock,tsa,"Tsa lock, trusted brand, and excellent zipper",0.7783,R94YXFIBLEJGUB,BD6581E74E,American Tourister
Durability,quality,Great quality for the price,0.6249,R187F8TSXK6819,BD6581E74E,American Tourister
Material,build,Excellent build quality,0.5719,R187F8TSXK6819,BD6581E74E,American Tourister
Durability,build quality,Excellent build quality,0.5719,R187F8TSXK6819,BD6581E74E,American Tourister
Lock,lock,The lock works smoothly,0.0,R187F8TSXK6819,BD6581E74E,American Tourister
Material,build,Excellent build quality,0.5719,RFTLO4QDBXVH7K,BD6581E74E,American Tourister
Durability,build quality,Excellent build quality,0.5719,RFTLO4QDBXVH7K,BD6581E74E,American Tourister
Material,build,The build quality impressed me the most,0.4767,RFTLO4QDBXVH7K,BD6581E74E,American Tourister
Durability,build quality,The build quality impressed me the most,0.4767,RFTLO4QDBXVH7K,BD6581E74E,American Tourister
Material,build,"The build quality is good, Premium finish",0.4404,RV76MF4NNKM95D,BD6581E74E,American Tourister
Durability,build quality,"The build quality is good, Premium finish",0.4404,RV76MF4NNKM95D,BD6581E74E,American Tourister
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RV76MF4NNKM95D,BD6581E74E,American Tourister
Weight,weight,The weight is excellent,0.5719,RV76MF4NNKM95D,BD6581E74E,American Tourister
Wheels,wheels,Smooth wheels and TSA lock,0.0,R6FVDHR59C81DO,BD6581E74E,American Tourister
Lock,tsa,Smooth wheels and TSA lock,0.0,R6FVDHR59C81DO,BD6581E74E,American Tourister
Durability,sturdy,Looks premium and feels sturdy,0.0,R6FVDHR59C81DO,BD6581E74E,American Tourister
Material,build,The build quality quality is really good for this price range,0.4927,R6FVDHR59C81DO,BD6581E74E,American Tourister
Durability,build quality,The build quality quality is really good for this price range,0.4927,R6FVDHR59C81DO,BD6581E74E,American Tourister
Wheels,wheels,"The build quality is good, Smooth wheels",0.4404,RTB34KUQAAJ84R,BD6581E74E,American Tourister
Material,build,"The build quality is good, Smooth wheels",0.4404,RTB34KUQAAJ84R,BD6581E74E,American Tourister
Durability,build quality,"The build quality is good, Smooth wheels",0.4404,RTB34KUQAAJ84R,BD6581E74E,American Tourister
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RTB34KUQAAJ84R,BD6581E74E,American Tourister
Zipper,zipper,The zipper is excellent,0.5719,RTB34KUQAAJ84R,BD6581E74E,American Tourister
Durability,quality,Excellent quality,0.5719,R1R8VNRPJY93N0,BD6581E74E,American Tourister
Wheels,wheels,Smooth wheels,0.0,R1R8VNRPJY93N0,BD6581E74E,American Tourister
Zipper,zipper,The zipper is even better than my previous bag,0.4404,R1R8VNRPJY93N0,BD6581E74E,American Tourister
Weight,weight,The weight makes it very convenient to use,0.0,RKXCGW1VGLL42J,BFAEB1981C,American Tourister
Wheels,wheels,Smooth wheels,0.0,RSNRM6DFHG6W3S,BFAEB1981C,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RSNRM6DFHG6W3S,BFAEB1981C,American Tourister
Size & Capacity,compartments,The compartments deserves special mention,0.4019,RSNRM6DFHG6W3S,BFAEB1981C,American Tourister
Durability,quality,Great quality for the price,0.6249,RMYFP9S8GK0EEY,BFAEB1981C,American Tourister
Wheels,wheels,Smooth wheels,0.0,RMYFP9S8GK0EEY,BFAEB1981C,American Tourister
Handle,handle,The handle works smoothly,0.0,RMYFP9S8GK0EEY,BFAEB1981C,American Tourister
Durability,quality,Excellent quality,0.5719,RARPHBXVQ6BKAD,BFAEB1981C,American Tourister
Durability,quality,Great quality for the price,0.6249,RARPHBXVQ6BKAD,BFAEB1981C,American Tourister
Material,finish,Premium finish,0.0,RARPHBXVQ6BKAD,BFAEB1981C,American Tourister
Zipper,zipper,The zipper works smoothly,0.0,RARPHBXVQ6BKAD,BFAEB1981C,American Tourister
Material,build,Excellent build quality and trusted brand,0.7783,R78MFS0IUDUAHG,BFAEB1981C,American Tourister
Durability,build quality,Excellent build quality and trusted brand,0.7783,R78MFS0IUDUAHG,BFAEB1981C,American Tourister
Size & Capacity,compartments,The compartments is really impressive,0.5563,R78MFS0IUDUAHG,BFAEB1981C,American Tourister
Wheels,wheels,"Excellent build quality, trusted brand, and excellent wheels",0.8885,R4RZGYD49PSO1L,BFAEB1981C,American Tourister
Material,build,"Excellent build quality, trusted brand, and excellent wheels",0.8885,R4RZGYD49PSO1L,BFAEB1981C,American Tourister
Durability,build quality,"Excellent build quality, trusted brand, and excellent wheels",0.8885,R4RZGYD49PSO1L,BFAEB1981C,American Tourister
Durability,quality,Excellent quality,0.5719,RNQ0Y4IO9P4627,BFAEB1981C,American Tourister
Durability,quality,Great quality for the price,0.6249,RNQ0Y4IO9P4627,BFAEB1981C,American Tourister
Wheels,wheels,The wheels works smoothly,0.0,RNQ0Y4IO9P4627,BFAEB1981C,American Tourister
Handle,handle,Premium finish and the handle is top notch,0.2023,RVD79C9MV9E40K,B6E62FFB78,American Tourister
Material,finish,Premium finish and the handle is top notch,0.2023,RVD79C9MV9E40K,B6E62FFB78,American Tourister
Lock,tsa,Tsa lock,0.0,RSFQERI7B03RAG,B6E62FFB78,American Tourister
Size & Capacity,compartments,The compartments is even better than my previous bag,0.4404,RSFQERI7B03RAG,B6E62FFB78,American Tourister
Material,build,Excellent build quality,0.5719,RHXRJM4T8BP6NL,B6E62FFB78,American Tourister
Durability,build quality,Excellent build quality,0.5719,RHXRJM4T8BP6NL,B6E62FFB78,American Tourister
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RHXRJM4T8BP6NL,B6E62FFB78,American Tourister
Handle,handle,handle quality is commendable,0.0,RHXRJM4T8BP6NL,B6E62FFB78,American Tourister
Durability,quality,handle quality is commendable,0.0,RHXRJM4T8BP6NL,B6E62FFB78,American Tourister
Wheels,wheels,Smooth wheels and TSA lock,0.0,REZRDYXYUR4SOR,B6E62FFB78,American Tourister
Lock,tsa,Smooth wheels and TSA lock,0.0,REZRDYXYUR4SOR,B6E62FFB78,American Tourister
Lock,lock,Really impressed with the lock,0.5256,REZRDYXYUR4SOR,B6E62FFB78,American Tourister
Material,build,Excellent build quality,0.5719,RB4M0A6MDMMMXI,B6E62FFB78,American Tourister
Durability,build quality,Excellent build quality,0.5719,RB4M0A6MDMMMXI,B6E62FFB78,American Tourister
Lock,lock,The lock impressed me the most,0.4767,RB4M0A6MDMMMXI,B6E62FFB78,American Tourister
Wheels,wheels,Smooth wheels,0.0,RLQ5U6JZV9NOU3,B6E62FFB78,American Tourister
Handle,handle,The handle impressed me the most,0.4767,RLQ5U6JZV9NOU3,B6E62FFB78,American Tourister
Material,material,The material feels durable and the build quality is very smooth,0.0,RK8HW9C4HJKU2W,B6E62FFB78,American Tourister
Durability,durable,The material feels durable and the build quality is very smooth,0.0,RK8HW9C4HJKU2W,B6E62FFB78,American Tourister
Durability,quality,Excellent quality,0.5719,RXK2PTHOWQ1GAZ,B6E62FFB78,American Tourister
Wheels,wheels,Smooth wheels and premium finish,0.0,RXK2PTHOWQ1GAZ,B6E62FFB78,American Tourister
Material,finish,Smooth wheels and premium finish,0.0,RXK2PTHOWQ1GAZ,B6E62FFB78,American Tourister
Durability,quality,American Tourister quality is reliable,0.0,RXK2PTHOWQ1GAZ,B6E62FFB78,American Tourister
Lock,tsa,Tsa lock and TSA lock,0.0,R70CHQI014O46W,B6E62FFB78,American Tourister
Durability,sturdy,Looks premium and feels sturdy,0.0,R70CHQI014O46W,B6E62FFB78,American Tourister
Material,build,The build quality quality is really good for this price range,0.4927,R70CHQI014O46W,B6E62FFB78,American Tourister
Durability,build quality,The build quality quality is really good for this price range,0.4927,R70CHQI014O46W,B6E62FFB78,American Tourister
Wheels,wheels,Smooth wheels and excellent build quality,0.5719,RGI3QUPXBFEJ2X,B6E62FFB78,American Tourister
Material,build,Smooth wheels and excellent build quality,0.5719,RGI3QUPXBFEJ2X,B6E62FFB78,American Tourister
Durability,build quality,Smooth wheels and excellent build quality,0.5719,RGI3QUPXBFEJ2X,B6E62FFB78,American Tourister
Durability,quality,American Tourister quality is reliable,0.0,RGI3QUPXBFEJ2X,B6E62FFB78,American Tourister
Durability,quality,Excellent quality,0.5719,RLKC86Y5O44IUS,B6E62FFB78,American Tourister
Material,build,Excellent build quality,0.5719,RLKC86Y5O44IUS,B6E62FFB78,American Tourister
Durability,build quality,Excellent build quality,0.5719,RLKC86Y5O44IUS,B6E62FFB78,American Tourister
Size & Capacity,pockets,The interiors are well-organized with multiple pockets,0.0,RLKC86Y5O44IUS,B6E62FFB78,American Tourister
Material,build,build quality quality is commendable,0.0,RLKC86Y5O44IUS,B6E62FFB78,American Tourister
Durability,build quality,build quality quality is commendable,0.0,RLKC86Y5O44IUS,B6E62FFB78,American Tourister
Material,build,Excellent build quality,0.5719,RE3LVO0IPFG8PJ,B6E62FFB78,American Tourister
Durability,build quality,Excellent build quality,0.5719,RE3LVO0IPFG8PJ,B6E62FFB78,American Tourister
Lock,lock,The lock is even better than my previous bag,0.4404,RE3LVO0IPFG8PJ,B6E62FFB78,American Tourister
Lock,tsa,Tsa lock,0.0,RY857NZ3A8V4X7,B6E62FFB78,American Tourister
Handle,handle,The handle impressed me the most,0.4767,RY857NZ3A8V4X7,B6E62FFB78,American Tourister
Material,build,Excellent build quality and trusted brand,0.7783,RN6O9JD3IH66W5,B6E62FFB78,American Tourister
Durability,build quality,Excellent build quality and trusted brand,0.7783,RN6O9JD3IH66W5,B6E62FFB78,American Tourister
Size & Capacity,compartments,Really impressed with the compartments,0.5256,RN6O9JD3IH66W5,B6E62FFB78,American Tourister
Material,finish,Premium finish,0.0,RO4Z533ZSMV30Q,B6E62FFB78,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RO4Z533ZSMV30Q,B6E62FFB78,American Tourister
Handle,handle,The handle deserves special mention,0.4019,RO4Z533ZSMV30Q,B6E62FFB78,American Tourister
Durability,quality,Great quality for the price,0.6249,RZ1XEVO7Q5EGVL,BC16645A77,American Tourister
Wheels,wheels,Smooth wheels,0.0,RZ1XEVO7Q5EGVL,BC16645A77,American Tourister
Handle,handle,The handle works smoothly,0.0,RZ1XEVO7Q5EGVL,BC16645A77,American Tourister
Wheels,wheels,Premium finish and smooth wheels,0.0,R87XW69HZGOPJD,BC16645A77,American Tourister
Material,finish,Premium finish and smooth wheels,0.0,R87XW69HZGOPJD,BC16645A77,American Tourister
Durability,quality,American Tourister quality is reliable,0.0,R87XW69HZGOPJD,BC16645A77,American Tourister
Material,finish,Premium finish,0.0,RZG52KRE4V9KYP,BC16645A77,American Tourister
Size & Capacity,spacious,Compact yet spacious,0.0,RZG52KRE4V9KYP,BC16645A77,American Tourister
Material,build,The build quality deserves special mention,0.4019,RZG52KRE4V9KYP,BC16645A77,American Tourister
Durability,build quality,The build quality deserves special mention,0.4019,RZG52KRE4V9KYP,BC16645A77,American Tourister
Material,build,"The build quality is good, Tsa lock",0.4404,RNYQAELYYZZ0JD,BC16645A77,American Tourister
Durability,build quality,"The build quality is good, Tsa lock",0.4404,RNYQAELYYZZ0JD,BC16645A77,American Tourister
Lock,tsa,"The build quality is good, Tsa lock",0.4404,RNYQAELYYZZ0JD,BC16645A77,American Tourister
Size & Capacity,packing,Packing was easy due to the spacious compartments,0.4404,RNYQAELYYZZ0JD,BC16645A77,American Tourister
Lock,lock,The lock is excellent,0.5719,RNYQAELYYZZ0JD,BC16645A77,American Tourister
Lock,tsa,Trusted brand and TSA lock,0.4767,R9YE6BGGRMQDZP,BC16645A77,American Tourister
Wheels,wheels,The wheels is really impressive,0.5563,R9YE6BGGRMQDZP,BC16645A77,American Tourister
Zipper,zipper,The zipper is even better than my previous bag,0.4404,RK5W1JL6L91F4X,BC16645A77,American Tourister
Durability,quality,Excellent quality,0.5719,R97BMZRR45ED5G,BC16645A77,American Tourister
Material,finish,Premium finish and the lock is top notch,0.2023,R97BMZRR45ED5G,BC16645A77,American Tourister
Lock,lock,Premium finish and the lock is top notch,0.2023,R97BMZRR45ED5G,BC16645A77,American Tourister
Size & Capacity,fits,Fits all airline requirements,0.0,R7IRDLK9EN7DLB,BC16645A77,American Tourister
Material,build,Excellent build quality,0.5719,R7IRDLK9EN7DLB,BC16645A77,American Tourister
Durability,build quality,Excellent build quality,0.5719,R7IRDLK9EN7DLB,BC16645A77,American Tourister
Material,material,material is of great quality,0.6249,R7IRDLK9EN7DLB,BC16645A77,American Tourister
Durability,quality,material is of great quality,0.6249,R7IRDLK9EN7DLB,BC16645A77,American Tourister
Durability,quality,Mediocre quality,0.0,R8962E52K20TVD,BC16645A77,American Tourister
